id,yil,puan_turu,siralama,yks_puan,obp,tyt_turkce,tyt_matematik,tyt_sosyal,tyt_fen,ayt_matematik,ayt_fizik,ayt_kimya,ayt_biyoloji,ayt_tded,ayt_tarih1,ayt_cografya1,ayt_tarih2,ayt_cografya2,ayt_felsefe,ayt_din
209,2024,SAY,10000,303.78,95.27,29.44,28.36,12.86,13.3,28.13,10.0,9.66,8.87,0,0,0,0,0,0,0
210,2024,SAY,15000,301.2,97.62,26.49,26.28,13.42,13.14,27.44,9.94,9.4,9.02,0,0,0,0,0,0,0
211,2024,SAY,20000,293.2,90.87,27.02,27.49,12.65,12.9,27.1,9.54,8.13,8.65,0,0,0,0,0,0,0
212,2024,SAY,28000,280.17,91.67,23.8,24.37,11.29,12.42,23.8,8.46,8.11,7.92,0,0,0,0,0,0,0
213,2024,SAY,35000,273.69,88.13,24.54,23.61,10.97,12.52,22.48,8.2,7.27,8.0,0,0,0,0,0,0,0
214,2024,SAY,45000,273.38,97.29,22.36,23.93,10.67,11.42,21.8,7.82,6.97,7.11,0,0,0,0,0,0,0
215,2024,SAY,50000,263.34,84.04,20.85,21.34,10.43,10.29,22.39,6.89,7.04,7.77,0,0,0,0,0,0,0
216,2024,SAY,65000,244.37,69.26,19.44,20.61,9.37,9.26,19.9,6.76,6.32,6.79,0,0,0,0,0,0,0
217,2024,SAY,75000,249.27,89.6,19.23,19.62,9.18,8.59,18.36,6.17,5.47,6.33,0,0,0,0,0,0,0
218,2024,SAY,90000,238.71,79.02,18.44,16.99,7.51,8.23,17.45,5.99,5.99,6.16,0,0,0,0,0,0,0
219,2024,SAY,100000,227.58,66.82,16.58,17.19,8.13,7.89,17.65,6.19,4.76,5.33,0,0,0,0,0,0,0
220,2024,SAY,120000,224.29,71.15,15.91,15.91,7.63,6.62,16.49,5.23,5.17,4.83,0,0,0,0,0,0,0
221,2024,SAY,130000,222.36,78.8,15.5,13.8,7.16,7.89,14.13,4.74,4.57,5.14,0,0,0,0,0,0,0
222,2024,SAY,150000,213.21,75.47,13.69,14.68,6.06,6.41,12.07,4.63,5.03,3.94,0,0,0,0,0,0,0
223,2024,SAY,170000,205.45,68.46,11.61,11.18,5.07,6.89,13.32,3.71,4.44,3.98,0,0,0,0,0,0,0
224,2024,SAY,200000,201.24,76.99,11.3,11.43,4.01,4.41,9.94,3.82,3.78,3.84,0,0,0,0,0,0,0
225,2024,SAY,220000,189.76,68.24,8.42,9.37,4.5,4.57,8.56,3.38,3.76,3.46,0,0,0,0,0,0,0
226,2024,SAY,260000,191.19,91.05,7.56,7.59,4.34,3.33,7.34,2.44,1.61,2.19,0,0,0,0,0,0,0
227,2024,SAY,300000,177.84,76.1,5.19,5.77,3.52,3.22,6.1,2.25,2.15,2.14,0,0,0,0,0,0,0
228,2024,SAY,350000,164.28,79.0,5.0,3.77,2.0,1.45,2.3,1.89,0.78,0.85,0,0,0,0,0,0,0
229,2024,SAY,400000,150.91,66.93,5.0,1.67,2.0,1.75,1.51,0.27,1.09,0.0,0,0,0,0,0,0,0
230,2024,EA,100,333.24,91.65,36.64,33.07,17.28,10.79,35.35,0,0,0,21.81,8.48,5.38,0,0,0,0
231,2024,EA,250,334.09,98.16,36.96,33.64,18.76,11.2,33.51,0,0,0,21.56,8.42,4.97,0,0,0,0
232,2024,EA,500,336.55,98.36,36.24,34.33,16.88,11.59,34.34,0,0,0,22.31,8.41,5.17,0,0,0,0
233,2024,EA,1000,322.34,87.92,36.52,31.87,17.73,12.12,32.32,0,0,0,20.55,8.17,4.97,0,0,0,0
234,2024,EA,2000,327.62,98.61,35.13,31.55,16.56,10.83,33.05,0,0,0,20.77,8.14,4.64,0,0,0,0
235,2024,EA,3500,322.4,97.46,33.29,29.99,15.62,11.08,30.87,0,0,0,20.78,8.54,5.16,0,0,0,0
236,2024,EA,5000,307.95,85.55,33.13,28.98,15.28,10.23,29.83,0,0,0,20.1,7.44,4.51,0,0,0,0
237,2024,EA,7500,316.52,96.61,32.72,28.57,15.49,9.64,30.95,0,0,0,19.45,8.02,4.96,0,0,0,0
238,2024,EA,10000,308.59,93.63,30.74,28.73,15.82,9.79,29.69,0,0,0,19.16,7.09,4.31,0,0,0,0
239,2024,EA,15000,296.21,87.37,29.69,27.21,15.17,10.17,26.4,0,0,0,18.11,7.62,4.19,0,0,0,0
240,2024,EA,20000,291.98,90.54,29.23,25.02,13.17,9.4,25.62,0,0,0,17.52,7.12,4.24,0,0,0,0
241,2024,EA,28000,292.17,98.99,28.26,23.71,13.56,9.14,25.98,0,0,0,15.42,6.97,4.02,0,0,0,0
242,2024,EA,35000,278.39,90.05,26.48,23.57,13.54,8.45,23.01,0,0,0,15.37,5.88,4.17,0,0,0,0
243,2024,EA,45000,274.43,92.15,25.12,23.59,11.74,7.97,22.88,0,0,0,14.28,5.58,3.83,0,0,0,0
244,2024,EA,50000,262.04,74.59,23.54,23.65,12.0,7.52,21.97,0,0,0,14.05,6.21,3.86,0,0,0,0
245,2024,EA,65000,252.15,73.2,22.16,19.73,11.65,7.15,21.09,0,0,0,12.79,5.88,2.99,0,0,0,0
246,2024,EA,80000,249.92,84.2,21.05,19.77,9.33,6.84,18.72,0,0,0,11.96,5.41,2.82,0,0,0,0
247,2024,EA,100000,238.62,72.35,19.37,18.83,9.89,5.14,17.93,0,0,0,12.32,4.33,3.06,0,0,0,0
248,2024,EA,120000,231.88,78.83,17.65,16.02,8.86,5.15,16.06,0,0,0,10.63,4.15,2.48,0,0,0,0
249,2024,EA,150000,226.27,78.71,16.99,14.18,8.65,5.51,14.51,0,0,0,9.73,4.1,2.6,0,0,0,0
250,2024,EA,180000,213.0,74.41,15.31,13.23,6.86,5.01,12.37,0,0,0,8.24,3.58,2.21,0,0,0,0
251,2024,EA,220000,194.45,63.47,11.32,10.42,5.64,4.56,11.08,0,0,0,6.2,2.93,1.97,0,0,0,0
252,2024,EA,250000,191.17,66.07,11.32,8.71,5.58,3.67,9.16,0,0,0,6.84,2.76,1.48,0,0,0,0
253,2024,EA,300000,193.43,82.37,8.13,8.79,4.78,3.12,8.87,0,0,0,5.0,2.26,1.2,0,0,0,0
254,2024,EA,350000,169.48,69.67,6.6,4.63,2.21,1.17,5.79,0,0,0,3.2,1.56,0.66,0,0,0,0
255,2024,EA,400000,165.06,70.12,5.0,3.36,2.0,0.96,4.85,0,0,0,3.36,0.92,0.38,0,0,0,0
256,2024,EA,500000,153.83,71.0,5.0,1.72,2.0,0.15,2.31,0,0,0,0.46,0.91,0.0,0,0,0,0
257,2024,SÖZ,100,330.96,96.66,38.16,21.05,18.74,7.73,0,0,0,0,21.74,9.22,5.66,10.01,10.17,10.2,5.39
258,2024,SÖZ,250,322.18,89.61,36.02,22.36,18.67,7.74,0,0,0,0,21.69,8.5,5.23,9.23,9.67,10.06,5.62
259,2024,SÖZ,500,317.49,86.87,36.49,19.91,17.08,7.23,0,0,0,0,20.26,9.15,5.28,9.04,9.52,10.75,5.56
260,2024,SÖZ,1000,313.26,83.0,35.08,20.16,17.45,7.41,0,0,0,0,20.77,8.5,5.39,9.66,9.2,10.11,5.02
261,2024,SÖZ,2000,312.11,87.35,35.36,20.88,16.43,6.81,0,0,0,0,20.6,8.17,5.28,8.52,8.91,9.92,5.28
262,2024,SÖZ,3500,309.09,92.7,33.98,18.47,16.19,6.52,0,0,0,0,19.53,7.69,5.06,8.66,8.96,9.83,4.72
263,2024,SÖZ,5000,302.78,89.62,33.05,17.74,17.05,7.35,0,0,0,0,18.61,7.4,5.18,8.11,8.5,9.66,4.44
264,2024,SÖZ,7500,297.35,89.47,30.97,16.72,15.22,6.9,0,0,0,0,19.28,7.36,4.37,7.93,7.81,9.2,4.5
265,2024,SÖZ,10000,300.52,96.18,31.13,16.92,15.55,6.71,0,0,0,0,18.92,7.49,4.22,7.71,8.23,8.63,4.63
266,2024,SÖZ,15000,285.08,82.65,30.17,17.28,14.19,6.34,0,0,0,0,17.56,7.17,4.19,7.54,7.86,7.99,4.11
267,2024,SÖZ,20000,282.7,91.77,28.98,14.97,14.17,5.19,0,0,0,0,16.19,6.4,4.24,7.0,7.24,7.95,4.33
268,2024,SÖZ,30000,263.93,77.31,25.3,14.58,13.22,5.96,0,0,0,0,14.43,6.02,3.93,6.39,6.81,7.25,4.08
269,2024,SÖZ,40000,261.9,77.97,24.76,14.97,12.99,5.05,0,0,0,0,14.74,6.29,3.61,6.49,6.76,6.66,3.4
270,2024,SÖZ,55000,248.75,76.95,21.6,12.16,10.37,5.25,0,0,0,0,12.82,5.74,3.69,5.39,6.17,6.11,3.46
271,2024,SÖZ,70000,242.33,71.86,21.76,13.34,9.91,4.53,0,0,0,0,12.98,5.48,3.38,5.22,5.88,5.82,2.66
272,2024,SÖZ,90000,238.02,87.27,18.87,12.12,9.41,3.78,0,0,0,0,10.49,4.13,2.88,4.46,4.88,5.43,3.02
273,2024,SÖZ,110000,220.25,63.77,17.84,10.5,8.45,2.66,0,0,0,0,10.97,4.21,2.61,4.66,4.56,4.81,2.82
274,2024,SÖZ,140000,214.15,76.04,14.7,7.57,7.5,2.33,0,0,0,0,8.61,3.71,2.17,4.27,4.1,4.06,2.32
275,2024,SÖZ,180000,197.89,67.2,12.99,7.17,6.56,3.17,0,0,0,0,8.01,2.7,1.68,2.83,3.68,3.36,1.38
276,2024,SÖZ,220000,186.28,71.35,9.46,5.19,5.76,2.23,0,0,0,0,5.69,1.93,1.24,2.3,2.18,2.8,1.66
277,2024,SÖZ,250000,177.78,63.16,8.51,5.11,4.73,1.52,0,0,0,0,5.78,1.61,1.41,2.12,1.86,2.82,1.01
278,2024,SÖZ,300000,178.41,87.48,5.5,2.92,2.35,1.21,0,0,0,0,3.42,1.14,0.52,1.11,1.93,1.83,1.12
279,2024,SÖZ,400000,148.53,63.74,5.0,2.36,2.0,0.01,0,0,0,0,1.19,0.5,0.0,0.07,0.5,0.09,0.65
280,2024,TYT,250,288.3,81.16,36.83,35.35,16.46,16.13,0,0,0,0,0,0,0,0,0,0,0
281,2024,TYT,500,288.2,80.43,37.04,35.41,17.14,15.44,0,0,0,0,0,0,0,0,0,0,0
282,2024,TYT,1000,288.39,86.25,36.2,32.74,17.55,16.01,0,0,0,0,0,0,0,0,0,0,0
283,2024,TYT,2500,288.95,94.7,34.95,33.69,15.49,15.04,0,0,0,0,0,0,0,0,0,0,0
284,2024,TYT,5000,280.12,87.73,33.15,33.19,15.07,14.28,0,0,0,0,0,0,0,0,0,0,0
285,2024,TYT,10000,274.72,84.16,31.86,31.43,16.06,13.85,0,0,0,0,0,0,0,0,0,0,0
286,2024,TYT,15000,264.61,79.21,32.11,28.34,14.05,13.37,0,0,0,0,0,0,0,0,0,0,0
287,2024,TYT,25000,262.25,78.39,30.23,28.99,13.97,13.27,0,0,0,0,0,0,0,0,0,0,0
288,2024,TYT,30000,265.84,92.77,28.43,27.34,13.6,13.28,0,0,0,0,0,0,0,0,0,0,0
289,2024,TYT,45000,250.47,75.49,27.44,25.46,12.51,13.48,0,0,0,0,0,0,0,0,0,0,0
290,2024,TYT,60000,253.9,85.26,27.16,26.26,11.88,11.82,0,0,0,0,0,0,0,0,0,0,0
291,2024,TYT,80000,247.05,80.76,24.65,25.56,11.94,11.82,0,0,0,0,0,0,0,0,0,0,0
292,2024,TYT,100000,237.98,76.55,23.6,23.63,11.67,10.17,0,0,0,0,0,0,0,0,0,0,0
293,2024,TYT,130000,225.87,61.21,23.41,22.26,11.59,9.63,0,0,0,0,0,0,0,0,0,0,0
294,2024,TYT,180000,223.63,71.2,21.6,19.43,10.25,9.42,0,0,0,0,0,0,0,0,0,0,0
295,2024,TYT,250000,220.34,79.76,19.06,17.7,8.64,8.98,0,0,0,0,0,0,0,0,0,0,0
296,2024,TYT,350000,210.66,83.96,15.55,15.53,7.72,6.44,0,0,0,0,0,0,0,0,0,0,0
297,2024,TYT,500000,187.98,64.04,12.31,11.67,6.36,6.8,0,0,0,0,0,0,0,0,0,0,0
298,2024,TYT,700000,178.14,64.52,10.54,10.18,4.02,4.86,0,0,0,0,0,0,0,0,0,0,0
299,2024,TYT,900000,168.47,71.48,6.65,6.27,2.38,3.89,0,0,0,0,0,0,0,0,0,0,0
300,2024,TYT,1200000,161.43,77.61,3.73,4.11,2.04,1.28,0,0,0,0,0,0,0,0,0,0,0
301,2025,SAY,100,350.0,91.91,37.89,38.14,18.68,17.69,37.71,13.43,11.64,12.29,0,0,0,0,0,0,0
302,2025,SAY,250,347.99,95.29,36.13,36.18,18.01,18.73,37.68,12.78,11.94,11.39,0,0,0,0,0,0,0
303,2025,SAY,500,345.02,97.79,35.82,35.58,17.08,17.73,35.34,13.32,12.36,11.16,0,0,0,0,0,0,0
304,2025,SAY,1000,344.18,95.19,35.9,37.37,17.53,18.32,36.67,12.54,11.19,11.3,0,0,0,0,0,0,0
305,2025,SAY,2000,331.15,94.16,34.93,34.26,15.73,16.71,33.2,12.55,10.85,10.46,0,0,0,0,0,0,0
306,2025,SAY,3500,332.63,95.27,33.99,34.2,17.02,16.13,33.91,11.89,11.57,10.18,0,0,0,0,0,0,0
307,2025,SAY,5000,321.81,88.39,31.89,31.62,14.75,16.77,32.62,11.08,11.09,10.86,0,0,0,0,0,0,0
308,2025,SAY,7500,323.44,98.14,32.34,33.06,15.72,15.16,32.26,10.38,10.3,10.01,0,0,0,0,0,0,0
309,2025,SAY,10000,313.67,95.39,30.39,31.86,13.89,14.37,30.97,10.59,9.4,9.24,0,0,0,0,0,0,0
310,2025,SAY,15000,301.75,91.44,29.07,28.97,13.07,13.85,27.87,10.2,9.16,9.29,0,0,0,0,0,0,0
311,2025,SAY,20000,297.63,88.69,28.04,28.31,13.17,13.32,27.58,9.28,9.41,9.45,0,0,0,0,0,0,0
312,2025,SAY,28000,288.01,88.14,27.5,25.41,13.45,12.73,25.68,9.29,7.83,8.91,0,0,0,0,0,0,0
313,2025,SAY,35000,291.95,98.33,26.29,24.5,12.55,12.49,26.42,9.5,7.44,8.15,0,0,0,0,0,0,0
314,2025,SAY,45000,279.5,88.65,23.11,24.08,10.73,12.25,24.85,8.86,7.4,8.35,0,0,0,0,0,0,0
315,2025,SAY,50000,266.48,82.4,22.95,23.71,10.64,10.63,22.27,7.65,8.28,6.74,0,0,0,0,0,0,0
316,2025,SAY,65000,246.22,65.98,20.73,21.0,9.83,10.83,20.27,7.39,6.68,6.48,0,0,0,0,0,0,0
317,2025,SAY,75000,253.33,74.63,20.12,20.3,10.71,9.48,21.35,7.3,7.32,6.42,0,0,0,0,0,0,0
318,2025,SAY,90000,242.16,72.96,19.31,18.91,9.43,9.31,19.16,6.83,6.08,5.78,0,0,0,0,0,0,0
319,2025,SAY,100000,240.93,73.74,18.88,17.1,7.74,9.53,19.44,5.73,6.39,6.37,0,0,0,0,0,0,0
320,2025,SAY,120000,229.62,72.37,16.13,17.16,8.08,7.16,17.17,5.35,6.02,4.99,0,0,0,0,0,0,0
321,2025,SAY,130000,224.38,72.31,15.08,14.8,8.31,7.62,15.18,5.47,4.99,5.8,0,0,0,0,0,0,0
322,2025,SAY,150000,211.59,67.03,14.82,13.99,6.43,6.45,13.04,5.11,4.26,4.94,0,0,0,0,0,0,0
323,2025,SAY,170000,212.55,79.26,12.3,12.41,6.66,6.32,11.72,3.97,4.8,4.43,0,0,0,0,0,0,0
324,2025,SAY,200000,202.35,74.92,10.79,12.34,5.6,5.73,9.8,4.47,4.19,3.27,0,0,0,0,0,0,0
325,2025,SAY,220000,193.96,70.64,9.86,9.08,4.63,5.84,9.51,4.25,3.59,2.65,0,0,0,0,0,0,0
326,2025,SAY,260000,181.12,68.9,7.67,7.81,4.63,4.43,7.64,2.58,2.31,2.31,0,0,0,0,0,0,0
327,2025,SAY,300000,176.41,74.63,5.69,4.87,2.78,2.42,6.48,2.0,2.22,2.2,0,0,0,0,0,0,0
328,2025,SAY,350000,164.34,72.71,5.0,3.34,2.0,1.85,3.63,1.08,1.32,1.85,0,0,0,0,0,0,0
329,2025,SAY,400000,155.89,76.23,5.0,1.94,2.0,0.68,0.55,0.97,1.06,0.23,0,0,0,0,0,0,0
330,2025,EA,100,339.14,94.51,38.21,32.67,18.88,11.1,35.69,0,0,0,22.36,9.15,5.26,0,0,0,0
331,2025,EA,250,335.43,92.66,36.45,33.57,17.4,11.5,35.29,0,0,0,22.38,8.51,5.38,0,0,0,0
332,2025,EA,500,331.83,92.43,36.0,33.24,17.2,10.71,34.44,0,0,0,21.91,8.89,4.92,0,0,0,0
333,2025,EA,1000,330.56,93.73,36.63,32.84,17.36,11.18,33.35,0,0,0,21.76,8.23,5.41,0,0,0,0
334,2025,EA,2000,321.24,91.8,34.29,30.35,16.43,11.19,31.98,0,0,0,21.33,7.84,4.69,0,0,0,0
335,2025,EA,3500,312.12,88.28,33.6,31.92,15.45,10.39,30.24,0,0,0,19.35,7.86,4.78,0,0,0,0
336,2025,EA,5000,318.18,93.72,33.82,29.3,16.54,11.01,31.51,0,0,0,19.6,8.0,4.88,0,0,0,0
337,2025,EA,7500,308.38,88.93,32.57,28.88,16.41,10.57,29.41,0,0,0,19.64,7.22,4.45,0,0,0,0
338,2025,EA,10000,302.4,90.77,31.53,29.57,15.07,9.3,27.84,0,0,0,17.76,7.72,4.39,0,0,0,0
339,2025,EA,15000,306.84,98.02,30.64,26.78,14.57,9.81,28.93,0,0,0,18.0,7.39,4.5,0,0,0,0
340,2025,EA,20000,296.12,90.67,29.75,27.1,13.31,8.5,28.14,0,0,0,17.03,6.66,4.37,0,0,0,0
341,2025,EA,28000,287.43,98.18,27.28,25.7,13.62,8.65,23.98,0,0,0,15.91,6.18,3.72,0,0,0,0
342,2025,EA,35000,278.2,86.92,26.53,23.43,12.4,8.01,24.96,0,0,0,14.67,6.31,3.95,0,0,0,0
343,2025,EA,45000,278.34,97.63,25.92,23.25,11.18,7.76,23.92,0,0,0,13.85,5.5,3.73,0,0,0,0
344,2025,EA,50000,262.76,77.84,23.98,20.8,11.68,8.15,21.82,0,0,0,15.08,5.94,3.11,0,0,0,0
345,2025,EA,65000,262.7,89.36,23.59,19.49,11.08,6.73,20.5,0,0,0,13.83,5.24,3.6,0,0,0,0
346,2025,EA,80000,243.75,68.33,21.14,19.38,11.06,7.61,19.36,0,0,0,12.28,5.42,3.06,0,0,0,0
347,2025,EA,100000,235.96,71.53,19.73,17.23,8.95,6.52,18.73,0,0,0,11.05,4.43,2.42,0,0,0,0
348,2025,EA,120000,231.82,76.88,17.79,16.92,7.91,4.86,17.18,0,0,0,10.19,4.22,2.42,0,0,0,0
349,2025,EA,150000,224.34,82.89,15.5,13.24,7.11,4.13,14.69,0,0,0,9.44,3.96,1.92,0,0,0,0
350,2025,EA,180000,220.09,80.95,13.68,11.93,7.59,4.45,14.37,0,0,0,8.67,3.59,2.35,0,0,0,0
351,2025,EA,220000,205.99,77.52,12.3,11.94,5.01,4.44,11.26,0,0,0,7.3,3.15,1.69,0,0,0,0
352,2025,EA,250000,190.43,63.25,11.81,10.29,5.98,4.3,9.63,0,0,0,6.2,2.83,1.17,0,0,0,0
353,2025,EA,300000,183.81,73.53,8.59,7.91,4.39,2.9,8.24,0,0,0,4.24,1.59,1.12,0,0,0,0
354,2025,EA,350000,176.38,71.67,6.86,6.22,3.01,1.74,6.28,0,0,0,4.74,1.79,0.62,0,0,0,0
355,2025,EA,400000,169.79,79.2,5.0,3.63,2.0,0.79,4.51,0,0,0,2.47,1.2,0.96,0,0,0,0
356,2025,EA,500000,149.87,65.24,5.0,1.06,2.0,0.84,1.43,0,0,0,0.67,0.68,0.63,0,0,0,0
357,2025,SÖZ,100,326.49,86.33,38.27,20.63,19.34,7.79,0,0,0,0,22.33,9.41,5.28,9.97,9.96,10.54,5.73
358,2025,SÖZ,250,318.38,82.57,37.47,22.44,18.6,7.84,0,0,0,0,20.96,9.14,5.45,9.48,9.57,10.29,4.95
359,2025,SÖZ,500,321.79,91.82,36.77,21.76,17.91,6.71,0,0,0,0,20.5,8.34,5.65,9.71,9.77,10.04,5.57
360,2025,SÖZ,1000,317.24,89.83,35.58,20.68,18.18,7.66,0,0,0,0,20.83,8.46,5.05,9.52,9.0,10.38,4.71
361,2025,SÖZ,2000,310.92,84.31,34.17,19.06,17.11,8.13,0,0,0,0,20.41,8.73,5.45,8.97,9.09,9.54,5.19
362,2025,SÖZ,3500,307.57,89.76,33.65,17.99,17.33,6.96,0,0,0,0,18.65,8.42,4.6,8.92,8.68,10.03,5.06
363,2025,SÖZ,5000,305.71,96.05,31.89,18.44,15.96,6.19,0,0,0,0,18.64,7.95,4.88,7.99,8.91,9.05,4.81
364,2025,SÖZ,7500,293.33,84.71,30.65,16.62,15.24,5.7,0,0,0,0,18.37,7.76,4.57,7.88,8.67,8.82,4.28
365,2025,SÖZ,10000,293.57,86.04,31.3,17.4,15.69,6.55,0,0,0,0,17.8,7.32,4.22,7.97,8.17,9.09,4.59
366,2025,SÖZ,15000,282.95,86.13,29.82,15.53,14.85,6.3,0,0,0,0,16.86,6.98,3.98,7.19,7.33,8.25,3.86
367,2025,SÖZ,20000,287.91,95.42,27.29,16.85,14.79,5.52,0,0,0,0,17.25,6.47,4.31,7.22,7.53,7.55,4.38
368,2025,SÖZ,30000,261.54,67.26,26.94,15.66,13.47,5.9,0,0,0,0,15.58,5.95,4.21,6.56,7.17,7.3,3.34
369,2025,SÖZ,40000,253.14,65.95,25.04,13.46,11.77,4.29,0,0,0,0,15.29,5.38,4.02,6.58,6.53,6.63,3.58
370,2025,SÖZ,55000,243.48,64.52,22.95,13.7,10.7,5.26,0,0,0,0,12.88,5.72,3.09,6.07,6.29,6.16,3.42
371,2025,SÖZ,70000,238.77,68.02,21.77,13.21,10.28,3.94,0,0,0,0,13.13,4.86,3.36,5.1,5.43,5.61,3.27
372,2025,SÖZ,90000,235.1,81.38,19.02,10.68,9.65,2.97,0,0,0,0,11.81,4.78,2.66,4.64,4.45,5.1,2.76
373,2025,SÖZ,110000,226.65,82.54,16.88,10.37,8.37,2.66,0,0,0,0,10.14,3.97,2.34,4.5,4.2,5.0,2.08
374,2025,SÖZ,140000,210.86,71.02,14.12,8.33,8.15,4.04,0,0,0,0,8.34,3.78,2.56,3.39,3.8,4.4,2.04
375,2025,SÖZ,180000,198.11,70.64,11.89,7.08,6.47,3.34,0,0,0,0,6.37,3.28,1.63,3.49,2.96,3.09,2.15
376,2025,SÖZ,220000,193.22,76.14,10.84,5.32,4.21,2.08,0,0,0,0,6.25,2.08,1.27,2.88,2.85,3.11,1.74
377,2025,SÖZ,250000,184.14,77.43,7.66,5.58,3.83,2.03,0,0,0,0,4.78,1.68,1.56,1.9,1.75,2.87,1.08
378,2025,SÖZ,300000,172.14,77.13,5.64,2.92,3.13,1.45,0,0,0,0,3.49,1.48,0.84,1.51,1.27,1.23,0.9
379,2025,SÖZ,400000,147.67,64.3,5.0,0.1,2.0,0.0,0,0,0,0,0.63,0.29,0.68,0.48,0.33,0.06,0.57
380,2025,TYT,250,289.42,77.48,37.49,36.15,16.75,16.87,0,0,0,0,0,0,0,0,0,0,0
381,2025,TYT,500,283.04,76.33,35.39,35.27,16.45,15.88,0,0,0,0,0,0,0,0,0,0,0
382,2025,TYT,1000,292.46,90.08,36.12,34.94,16.82,15.98,0,0,0,0,0,0,0,0,0,0,0
383,2025,TYT,2500,293.78,97.98,35.48,32.48,16.87,16.43,0,0,0,0,0,0,0,0,0,0,0
384,2025,TYT,5000,284.49,89.6,34.54,32.55,16.05,14.96,0,0,0,0,0,0,0,0,0,0,0
385,2025,TYT,10000,278.85,85.83,32.84,31.67,15.88,15.15,0,0,0,0,0,0,0,0,0,0,0
386,2025,TYT,15000,268.43,78.66,31.2,30.95,14.02,14.8,0,0,0,0,0,0,0,0,0,0,0
387,2025,TYT,25000,268.63,88.29,29.98,28.22,14.51,14.04,0,0,0,0,0,0,0,0,0,0,0
388,2025,TYT,30000,259.26,83.01,28.65,27.49,13.57,12.42,0,0,0,0,0,0,0,0,0,0,0
389,2025,TYT,45000,257.88,85.09,27.53,26.18,13.61,12.81,0,0,0,0,0,0,0,0,0,0,0
390,2025,TYT,60000,250.17,77.8,27.35,24.74,13.53,12.01,0,0,0,0,0,0,0,0,0,0,0
391,2025,TYT,80000,250.18,90.44,24.86,23.29,12.67,11.12,0,0,0,0,0,0,0,0,0,0,0
392,2025,TYT,100000,232.58,66.24,23.57,23.25,12.43,10.39,0,0,0,0,0,0,0,0,0,0,0
393,2025,TYT,130000,224.45,61.08,22.6,21.56,10.45,11.25,0,0,0,0,0,0,0,0,0,0,0
394,2025,TYT,180000,210.58,56.55,20.37,19.3,9.4,8.46,0,0,0,0,0,0,0,0,0,0,0
395,2025,TYT,250000,217.3,69.86,18.94,18.94,9.6,9.06,0,0,0,0,0,0,0,0,0,0,0
396,2025,TYT,350000,198.68,59.8,17.13,14.85,7.62,7.52,0,0,0,0,0,0,0,0,0,0,0
397,2025,TYT,500000,189.3,66.64,13.83,11.16,5.27,6.74,0,0,0,0,0,0,0,0,0,0,0
398,2025,TYT,700000,184.92,76.01,10.38,9.02,5.25,4.83,0,0,0,0,0,0,0,0,0,0,0
399,2025,TYT,900000,174.72,78.54,6.32,7.14,3.74,3.49,0,0,0,0,0,0,0,0,0,0,0
400,2025,TYT,1200000,157.59,78.44,3.14,2.68,1.08,1.01,0,0,0,0,0,0,0,0,0,0,0
